instance_id,sentence
modified_WilliamShakespeareHamlet_p035,"Acompañamiento de Grandes, Caballeros, Damas, Soldados, Curas,"
modified_WilliamShakespeareHamlet_p036,"Cómicos, Criados, etc."
modified_WilliamShakespeareHamlet_p037,"La escena se representa en el Palacio y Ciudad de Elsingor, en sus"
modified_WilliamShakespeareHamlet_p038,cercanías y en las fronteras de Dinamarca.
modified_WilliamShakespeareHamlet_p039,HAMLET
modified_WilliamShakespeareHamlet_p040,Acto Primero
modified_WilliamShakespeareHamlet_p041,Escena I
modified_WilliamShakespeareHamlet_p042,Explanada delante del Palacio Real de Elsingor. Noche obscura.
modified_WilliamShakespeareHamlet_p043,"FRANCISCO, BERNARDO"
modified_WilliamShakespeareHamlet_p044,¿Quién está ahí?
modified_WilliamShakespeareHamlet_p045,"No, respóndame él a mí. Deténgase y diga quién es."
modified_WilliamShakespeareHamlet_p046,Viva el Rey.
modified_WilliamShakespeareHamlet_p047,¿Es Bernardo?
modified_WilliamShakespeareHamlet_p048,El mismo.
modified_WilliamShakespeareHamlet_p049,Tú eres el más puntual en venir a la hora.
modified_WilliamShakespeareHamlet_p050,Las doce han dado ya; bien puedes ir a recogerte
modified_WilliamShakespeareHamlet_p051,Te doy mil gracias por la mudanza. Hace un frío que
modified_WilliamShakespeareHamlet_p052,penetra y yo estoy delicado del pecho.
modified_WilliamShakespeareHamlet_p053,¿Has hecho tu guardia tranquilamente?
modified_WilliamShakespeareHamlet_p054,Ni un ratón se ha movido.
modified_WilliamShakespeareHamlet_p055,Muy bien. Buenas noches. Si encuentras a Horacio y
modified_WilliamShakespeareHamlet_p056,"Marcelo, mis compañeros de guardia, diles que vengan presto."
modified_WilliamShakespeareHamlet_p057,Me parece que los oigo. Alto ahí. ¡Eh! ¿Quién va?
modified_WilliamShakespeareHamlet_p058,Escena II
modified_WilliamShakespeareHamlet_p059,"HORACIO, MARCELO y dichos."
modified_WilliamShakespeareHamlet_p060,Amigos de este país.
modified_WilliamShakespeareHamlet_p061,Y fieles vasallos del Rey de Dinamarca.
modified_WilliamShakespeareHamlet_p062,Buenas noches.
modified_WilliamShakespeareHamlet_p063,¡Oh! ¡Honrado soldado! Pásalo bien. ¿Quién te relevó de la
modified_WilliamShakespeareHamlet_p064,centinela?
modified_WilliamShakespeareHamlet_p065,"Bernardo, que queda en mi lugar. Buenas noches."
modified_WilliamShakespeareHamlet_p066,¡Hola! ¡Bernardo!
modified_WilliamShakespeareHamlet_p067,¿Quién está ahí? ¿Es Horacio?
modified_WilliamShakespeareHamlet_p068,Un pedazo de él.
modified_WilliamShakespeareHamlet_p069,"Bienvenido, Horacio; Marcelo, bienvenido."
modified_WilliamShakespeareHamlet_p070,¿Y qué? ¿Se ha vuelto a aparecer aquella cosa esta noche?
modified_WilliamShakespeareHamlet_p071,Yo nada he visto
modified_WilliamShakespeareHamlet_p072,"Horacio dice que es aprehensión nuestra, y nada quiere"
modified_WilliamShakespeareHamlet_p073,creer de cuanto le he dicho acerca de ese espantoso fantasma que hemos visto
modified_WilliamShakespeareHamlet_p074,ya en dos ocasiones. Por eso le he rogado que se venga a la guardia con
modified_WilliamShakespeareHamlet_p075,"nosotros, para que si esta noche vuelve el aparecido, pueda dar crédito a"
modified_WilliamShakespeareHamlet_p076,"nuestros ojos, y le hable si quiere."
modified_WilliamShakespeareHamlet_p077,"¡Qué! No, no vendrá."
modified_WilliamShakespeareHamlet_p078,"Sentémonos un rato, y deja que asaltemos de nuevo tus"
modified_WilliamShakespeareHamlet_p079,oídos con el suceso que tanto repugnan oír y que en dos noches seguidas
modified_WilliamShakespeareHamlet_p080,hemos ya presenciado nosotros.
modified_WilliamShakespeareHamlet_p081,"Muy bien, sentémonos y oigamos lo que Bernardo nos"
modified_WilliamShakespeareHamlet_p082,cuente.
modified_WilliamShakespeareHamlet_p083,"La noche pasada, cuando esa misma estrella que está al"
modified_WilliamShakespeareHamlet_p084,"occidente del polo había hecho ya su carrera, para iluminar aquel espacio del"
modified_WilliamShakespeareHamlet_p085,"cielo donde ahora resplandece, Marcelo y yo, a tiempo que el reloj daba la"
modified_WilliamShakespeareHamlet_p086,una...
modified_WilliamShakespeareHamlet_p087,"Chit. Calla, mírale por donde viene otra vez"
modified_WilliamShakespeareHamlet_p088,Con la misma figura que tenía el difunto Rey.
modified_WilliamShakespeareHamlet_p089,"Horacio, tú que eres hombre de estudios, háblale."
modified_WilliamShakespeareHamlet_p090,"¿No se parece todo al Rey? Mírale, Horacio."
modified_WilliamShakespeareHamlet_p091,Muy parecido es... Su vista me conturba con miedo y
modified_WilliamShakespeareHamlet_p092,asombro.
modified_WilliamShakespeareHamlet_p093,Querrá que le hablen.
modified_WilliamShakespeareHamlet_p094,"Háblale, Horacio."
modified_WilliamShakespeareHamlet_p095,"¿Quién eres tú, que así usurpas este tiempo a la noche, y esa"
modified_WilliamShakespeareHamlet_p096,"presencia noble y guerrera que tuvo un día la majestad del Soberano Danés,"
modified_WilliamShakespeareHamlet_p097,"que yace en el sepulcro? Habla, por el Cielo te lo pido."
modified_WilliamShakespeareHamlet_p098,Parece que está irritado.
modified_WilliamShakespeareHamlet_p099,"¿Ves? Se va, como despreciándonos."
modified_WilliamShakespeareHamlet_p100,"Detente, habla. Yo te lo mando. Habla."
modified_WilliamShakespeareHamlet_p101,Ya se fue. No quiere respondernos.
modified_WilliamShakespeareHamlet_p102,"¿Qué tal, Horacio? Tú tiemblas y has perdido el color."
modified_WilliamShakespeareHamlet_p103,¿No es esto algo más que aprensión? ¿Qué te parece?
modified_WilliamShakespeareHamlet_p104,"Por Dios que nunca lo hubiera creído, sin la sensible y cierta"
modified_WilliamShakespeareHamlet_p105,demostración de mis propios ojos.
modified_WilliamShakespeareHamlet_p106,¿No es enteramente parecido al Rey?
modified_WilliamShakespeareHamlet_p107,Como tú a ti mismo. Y tal era el arnés de que iba ceñido
modified_WilliamShakespeareHamlet_p108,"cuando peleó con el ambicioso Rey de Noruega, y así le vi arrugar ceñudo la"
modified_WilliamShakespeareHamlet_p109,frente cuando en una altercación colérica hizo caer al de Polonia sobre el
modified_WilliamShakespeareHamlet_p110,"hielo, de un solo golpe... ¡Extraña aparición es ésta!"
modified_WilliamShakespeareHamlet_p111,"Pues de esa manera, y a esta misma hora de la noche, se ha"
modified_WilliamShakespeareHamlet_p112,paseado dos veces con ademán guerrero delante de nuestra guardia.
modified_WilliamShakespeareHamlet_p113,Yo no comprendo el fin particular con que esto sucede; pero
modified_WilliamShakespeareHamlet_p114,"en mi ruda manera de pensar, pronostica alguna extraordinaria mudanza a"
modified_WilliamShakespeareHamlet_p115,nuestra nación.
modified_WilliamShakespeareHamlet_p116,"Ahora bien, sentémonos y decidme, cualquiera de vosotros"
modified_WilliamShakespeareHamlet_p117,que lo sepa; ¿por qué fatigan todas las noches a los vasallos con estas
modified_WilliamShakespeareHamlet_p118,guardias tan penosas y vigilantes? ¿Para qué es esta fundición de cañones de
modified_WilliamShakespeareHamlet_p119,bronce y este acopio extranjero de máquinas de guerra? ¿A qué fin esa
modified_WilliamShakespeareHamlet_p120,"multitud, de carpinteros de marina, precisados a un afán molesto, que no"
modified_WilliamShakespeareHamlet_p121,distingue el Domingo de lo restante de la semana? ¿Qué causas puede haber
modified_WilliamShakespeareHamlet_p122,para que sudando el trabajador apresurado junte las noches a los días? ¿Quién
modified_WilliamShakespeareHamlet_p123,de vosotros podrá decírmelo?
modified_WilliamShakespeareHamlet_p124,"Yo te lo diré, o a lo menos, los rumores que sobre esto"
modified_WilliamShakespeareHamlet_p125,corren. Nuestro último Rey (cuya imagen acaba de aparecérsenos) fue
modified_WilliamShakespeareHamlet_p126,"provocado a combate, como ya sabéis, por Fortimbrás de Noruega estimulado"
modified_WilliamShakespeareHamlet_p127,"éste de la más orgullosa emulación. En aquel desafío, nuestro valeroso"
modified_WilliamShakespeareHamlet_p128,Hamlet (que tal renombre alcanzó en la parte del mundo que nos es conocida)
modified_WilliamShakespeareHamlet_p129,"mató a Fortimbrás, el cual por un contrato sellado y ratificado según el fuero"
modified_WilliamShakespeareHamlet_p130,"de las armas, cedía al vencedor (dado caso que muriese en la pelea) todos"
modified_WilliamShakespeareHamlet_p131,aquellos países que estaban bajo su dominio. Nuestro Rey se obligó también
modified_WilliamShakespeareHamlet_p132,"a cederle una porción equivalente, que hubiera pasado a manos de"
modified_WilliamShakespeareHamlet_p133,"Fortimbrás, como herencia suya, si hubiese vencido; así como, en virtud de"
modified_WilliamShakespeareHamlet_p134,"aquel convenio y de los artículos estipulados, recayó todo en Hamlet. Ahora"
modified_WilliamShakespeareHamlet_p135,"el joven Fortimbrás, de un carácter fogoso, falto de experiencia y lleno de"
modified_WilliamShakespeareHamlet_p136,"presunción, ha ido recogiendo de aquí y de allí por las fronteras de Noruega,"
modified_WilliamShakespeareHamlet_p137,"una turba de gente resuelta y perdida, a quien la necesidad de comer"
modified_WilliamShakespeareHamlet_p138,"determina a intentar empresas que piden valor; y según claramente vemos, su"
modified_WilliamShakespeareHamlet_p139,fin no es otro que el de recobrar con violencia y a fuerza de armas los
modified_WilliamShakespeareHamlet_p140,"mencionados países que perdió su padre. Este es, en mi dictamen, el motivo"
modified_WilliamShakespeareHamlet_p141,"principal de nuestras prevenciones, el de esta guardia que hacemos, y la"
modified_WilliamShakespeareHamlet_p142,verdadera causa de la agitación y movimiento en que toda la nación está.
modified_WilliamShakespeareHamlet_p143,"Si no es esa, yo no alcanzo cuál puede ser..., y en parte lo"
modified_WilliamShakespeareHamlet_p144,"confirma la visión espantosa que se ha presentado armada en nuestro puesto,"
modified_WilliamShakespeareHamlet_p145,"con la figura misma del Rey, que fue y es todavía el autor de estas guerras."
modified_WilliamShakespeareHamlet_p146,Es por cierto una mota que turba los ojos del entendimiento.
modified_WilliamShakespeareHamlet_p147,"En la época más gloriosa y feliz de Roma, poco antes que el poderoso César"
modified_WilliamShakespeareHamlet_p148,cayese quedaron vacíos los sepulcros y los amortajados cadáveres vagaron
modified_WilliamShakespeareHamlet_p149,"por las calles de la ciudad, gimiendo en voz confusa; las estrellas"
modified_WilliamShakespeareHamlet_p150,"resplandecieron con encendidas colas, cayó lluvia de sangre, se ocultó el sol"
modified_WilliamShakespeareHamlet_p151,"entre celajes funestos y el húmedo planeta, cuya influencia gobierna el"
modified_WilliamShakespeareHamlet_p152,"imperio de Neptuno, padeció eclipse como si el fin del mundo hubiese"
modified_WilliamShakespeareHamlet_p153,"llegado. Hemos visto ya iguales anuncios de sucesos terribles, precursores"
modified_WilliamShakespeareHamlet_p154,"que avisan los futuros destinos, el cielo y la tierra juntos los han manifestado"
modified_WilliamShakespeareHamlet_p155,"a nuestro país y a nuestra gente... Pero. Silencio... ¿Veis?..., allí... Otra vez"
modified_WilliamShakespeareHamlet_p156,"vuelve... Aunque el terror me hiela, yo le quiero salir al encuentro. Detente,"
modified_WilliamShakespeareHamlet_p157,"fantasma. Si puedes articular sonidos, si tienes voz háblame. Si allá donde"
modified_WilliamShakespeareHamlet_p158,"estás puedes recibir algún beneficio para tu descanso y mi perdón, háblame."
modified_WilliamShakespeareHamlet_p159,"Si sabes los hados que amenazan a tu país, los cuales felizmente previstos"
modified_WilliamShakespeareHamlet_p160,"puedan evitarse, ¡ay!, habla... O si acaso, durante tu vida, acumulaste en las"
modified_WilliamShakespeareHamlet_p161,"entrañas de la tierra mal habidos tesoros, por lo que se dice que vosotros,"
modified_WilliamShakespeareHamlet_p162,"infelices espíritus, después de la muerte vagáis inquietos; decláralo..."
modified_WilliamShakespeareHamlet_p163,"Detente y habla... Marcelo, detenle."
modified_WilliamShakespeareHamlet_p164,¿Le daré con mi lanza?
modified_WilliamShakespeareHamlet_p165,"Sí, hiérele, si no quiere detenerse."
modified_WilliamShakespeareHamlet_p166,Aquí está.
modified_WilliamShakespeareHamlet_p167,Aquí.
modified_WilliamShakespeareHamlet_p168,"Se ha ido. Nosotros le ofendemos, siendo él un Soberano,"
modified_WilliamShakespeareHamlet_p169,"en hacer demostraciones de violencia. Bien que, según parece, es"
modified_WilliamShakespeareHamlet_p170,"invulnerable como el aire, y nuestros esfuerzos vanos y cosa de burla."
modified_WilliamShakespeareHamlet_p171,Él iba ya a hablar cuando el gallo cantó.
modified_WilliamShakespeareHamlet_p172,"Es verdad, y al punto se estremeció como el delincuente"
modified_WilliamShakespeareHamlet_p173,"apremiado con terrible precepto. Yo he oído decir que el gallo, trompeta de la"
modified_WilliamShakespeareHamlet_p174,"mañana, hace despertar al Dios del día con la alta y aguda voz de su garganta"
modified_WilliamShakespeareHamlet_p175,"sonora, y que a este anuncio, todo extraño espíritu errante por la tierra o el"
modified_WilliamShakespeareHamlet_p176,"mar, el fuego o el aire, huye a su centro; y la fantasma que hemos visto acaba"
modified_WilliamShakespeareHamlet_p177,de confirmar la certeza de esta opinión.
modified_WilliamShakespeareHamlet_p178,En efecto desapareció al cantar el gallo. Algunos dicen que
modified_WilliamShakespeareHamlet_p179,cuando se acerca el tiempo en que se celebra el nacimiento de nuestro
modified_WilliamShakespeareHamlet_p180,"Redentor, este pájaro matutino canta toda la noche y que entonces ningún"
modified_WilliamShakespeareHamlet_p181,"espíritu se atreve a salir de su morada, las noches son saludables, ningún"
modified_WilliamShakespeareHamlet_p182,"planeta influye siniestramente, ningún maleficio produce efecto, ni las"
modified_WilliamShakespeareHamlet_p183,hechiceras tienen poder para sus encantos. ¡Tan sagrados son y tan felices
modified_WilliamShakespeareHamlet_p184,aquellos días!
modified_WilliamShakespeareHamlet_p185,Yo también lo tengo entendido así y en parte lo creo. Pero
modified_WilliamShakespeareHamlet_p186,"ved como ya la mañana , cubierta con la rosada túnica, viene pisando el rocío"
modified_WilliamShakespeareHamlet_p187,"de aquel alto monte oriental. Demos fin a la guardia, y soy de opinión que"
modified_WilliamShakespeareHamlet_p188,"digamos al joven Hamlet lo que hemos visto esta noche, porque yo os"
modified_WilliamShakespeareHamlet_p189,"prometo que este espíritu hablará con él, aunque ha sido para nosotros mudo."
modified_WilliamShakespeareHamlet_p190,"¿No os parece que dé esta noticia, indispensable en nuestro celo y tan propia"
modified_WilliamShakespeareHamlet_p191,de nuestra obligación?
modified_WilliamShakespeareHamlet_p192,"Sí, sí, hagámoslo. Yo sé en donde le hallaremos esta"
modified_WilliamShakespeareHamlet_p193,"mañana, con más seguridad."
modified_WilliamShakespeareHamlet_p194,Escena III
modified_WilliamShakespeareHamlet_p195,"CLAUDIO, GERTRUDIS, HAMLET, POLONIO, LAERTES,"
modified_WilliamShakespeareHamlet_p196,"VOLTIMAN, CORNELIO, Caballeros, Damas y acompañamiento."
modified_WilliamShakespeareHamlet_p197,Salón de Palacio.
modified_WilliamShakespeareHamlet_p198,Aunque la muerte de mi querido hermano Hamlet está
modified_WilliamShakespeareHamlet_p199,"todavía tan reciente en nuestra memoria, que obliga a mantener en tristeza los"
modified_WilliamShakespeareHamlet_p200,corazones y a que en todo el Reino sólo se observe la imagen del dolor; con
modified_WilliamShakespeareHamlet_p201,"todo eso, tanto ha combatido en mí la razón a la naturaleza, que he"
modified_WilliamShakespeareHamlet_p202,"conservado un prudente sentimiento de su pérdida, junto con la memoria de"
modified_WilliamShakespeareHamlet_p203,"lo que a nosotros nos debemos. A este fin he recibido por esposa, a la que un"
modified_WilliamShakespeareHamlet_p204,"tiempo fue mi hermana y hoy reina conmigo, compañera en el trono de esta"
modified_WilliamShakespeareHamlet_p205,"belicosa nación; si bien estas alegrías son imperfectas, pues en ellas se han"
modified_WilliamShakespeareHamlet_p206,"unido a la felicidad las lágrimas, las fiestas a pompa fúnebre, los cánticos de"
modified_WilliamShakespeareHamlet_p207,"muerte a los epitalamios de Himeneo, pesados en igual balanza el placer y la"
modified_WilliamShakespeareHamlet_p208,"aflicción. Ni hemos dejado de seguir los dictámenes de vuestra prudencia,"
modified_WilliamShakespeareHamlet_p209,que en esta ocasión ha procedido con absoluta libertad de lo cual os quedo
modified_WilliamShakespeareHamlet_p210,"muy agradecido. Ahora falta deciros, que el joven Fortimbrás, estimándome"
modified_WilliamShakespeareHamlet_p211,"en poco, o presumiendo que la reciente muerte de mi querido hermano habrá"
modified_WilliamShakespeareHamlet_p212,producido en el Reino trastorno y desunión; fiado en esta soñada
modified_WilliamShakespeareHamlet_p213,"superioridad, no ha cesado de importunarme con mensajes, pidiéndome le"
modified_WilliamShakespeareHamlet_p214,"restituya aquellas tierras que perdió su padre y adquirió mi valeroso hermano,"
modified_WilliamShakespeareHamlet_p215,con todas las formalidades de la ley. Basta ya lo que de él he dicho. Por lo
modified_WilliamShakespeareHamlet_p216,que a mí toca y en cuanto al objeto que hoy nos reúne; veisle aquí. Escribo al
modified_WilliamShakespeareHamlet_p217,"Rey de Noruega, tío del joven Fortimbrás, que doliente y postrado en el lecho"
modified_WilliamShakespeareHamlet_p218,"apenas tiene noticia de los proyectos de su sobrino, a fin de que le impida"
modified_WilliamShakespeareHamlet_p219,"llevarlos adelante, pues tengo ya exactos informes de la gente que levanta"
modified_WilliamShakespeareHamlet_p220,"contra mí, su calidad, su número y fuerzas. Prudente Cornelio, y tú Voltiman,"
modified_WilliamShakespeareHamlet_p221,vosotros saludareis en mi nombre al anciano Rey; aunque no os doy facultad
modified_WilliamShakespeareHamlet_p222,"personal para celebrar con él tratado alguno, que exceda los límites"
modified_WilliamShakespeareHamlet_p223,"expresados en estos artículos. Id con Dios, y espero que manifestareis en"
modified_WilliamShakespeareHamlet_p224,vuestra diligencia el celo de servirme.
modified_WilliamShakespeareHamlet_p225,En esta y cualquiera otra comisión os daremos pruebas de
modified_WilliamShakespeareHamlet_p226,nuestro respeto.
modified_WilliamShakespeareHamlet_p227,No lo dudaré. El Cielo os guarde.
modified_WilliamShakespeareHamlet_p228,Escena IV
modified_WilliamShakespeareHamlet_p229,"CLAUDIO, GERTRUDIS, HAMLET, POLONIO, LAERTES, Damas,"
modified_WilliamShakespeareHamlet_p230,Caballeros y acompañamiento.
modified_WilliamShakespeareHamlet_p231,"Y tú, Laertes, ¿qué solicitas? Me has hablado de una"
modified_WilliamShakespeareHamlet_p232,"pretensión, ¿no me dirás cuál sea? En cualquiera cosa justa que pidas al Rey"
modified_WilliamShakespeareHamlet_p233,"de Dinamarca, no será vano el ruego. ¿Ni qué podrás pedirme que no sea más"
modified_WilliamShakespeareHamlet_p234,"ofrecimiento mío, que demanda tuya? No es más adicto a la cabeza el"
modified_WilliamShakespeareHamlet_p235,"corazón ni más pronta la mano en servir a la boca, que lo es el trono de"
modified_WilliamShakespeareHamlet_p236,"Dinamarca para con tu padre. En fin, ¿qué pretendes?"
modified_WilliamShakespeareHamlet_p237,"Respetable Soberano, solicito la gracia de vuestro permiso"
modified_WilliamShakespeareHamlet_p238,para volver a Francia. De allí he venido voluntariamente a Dinamarca a
modified_WilliamShakespeareHamlet_p239,"manifestaros mi leal afecto, con motivo de vuestra coronación; pero ya"
modified_WilliamShakespeareHamlet_p240,"cumplida esta deuda, fuerza es confesaros que mis ideas y mi inclinación me"
modified_WilliamShakespeareHamlet_p241,"llaman de nuevo a aquel país, y espero de vuestra mucha bondad esta"
modified_WilliamShakespeareHamlet_p242,licencia.
modified_WilliamShakespeareHamlet_p243,¿Has obtenido ya la de tu padre? ¿Qué dices Polonio?
modified_WilliamShakespeareHamlet_p244,A fuerza de importunaciones ha logrado arrancar mi tardío
modified_WilliamShakespeareHamlet_p245,"consentimiento. Al verle tan inclinado, firmé últimamente la licencia de que"
modified_WilliamShakespeareHamlet_p246,"se vaya, aunque a pesar mío; y os ruego, señor, que se la concedáis."
modified_WilliamShakespeareHamlet_p247,"Elige el tiempo que te parezca más oportuno para salir, y haz"
modified_WilliamShakespeareHamlet_p248,"cuanto gustes y sea más conducente a tu felicidad. Y tú, Hamlet, ¡mi deudo,"
modified_WilliamShakespeareHamlet_p249,mi hijo!
modified_WilliamShakespeareHamlet_p250,"Algo más que deudo, y menos que amigo."
modified_WilliamShakespeareHamlet_p251,¿Qué sombras de tristeza te cubren siempre?
modified_WilliamShakespeareHamlet_p252,"Al contrario, señor, estoy demasiado a la luz."
modified_WilliamShakespeareHamlet_p253,"Mi buen Hamlet, no así tu semblante manifieste aflicción;"
modified_WilliamShakespeareHamlet_p254,véase en él que eres amigo de Dinamarca; ni siempre con abatidos párpados
modified_WilliamShakespeareHamlet_p255,"busques entre el polvo a tu generoso padre. Tú lo sabes, común es a todos, el"
modified_WilliamShakespeareHamlet_p256,"que vive debe morir, pasando de la naturaleza a la eternidad."
modified_WilliamShakespeareHamlet_p257,"Sí señora, a todos es común."
modified_WilliamShakespeareHamlet_p258,"Pues si lo es, ¿por qué aparentas tan particular"
modified_WilliamShakespeareHamlet_p259,sentimiento?
modified_WilliamShakespeareHamlet_p260,"¿Aparentar? No señora, yo no sé aparentar. Ni el color negro"
modified_WilliamShakespeareHamlet_p261,"de este manto, ni el traje acostumbrado en solemnes lutos, ni los"
modified_WilliamShakespeareHamlet_p262,"interrumpidos sollozos, ni en los ojos un abundante río, ni la dolorida"
modified_WilliamShakespeareHamlet_p263,"expresión del semblante, junto con las fórmulas, los ademanes, las"
modified_WilliamShakespeareHamlet_p264,"exterioridades de sentimiento; bastarán por sí solos, mi querida madre, a"
modified_WilliamShakespeareHamlet_p265,manifestar el verdadero afecto que me ocupa el ánimo. Estos signos
modified_WilliamShakespeareHamlet_p266,"aparentan, es verdad; pero son acciones que un hombre puede fingir... Aquí,"
modified_WilliamShakespeareHamlet_p267,"aquí dentro tengo lo que es más que apariencia, lo restante no es otra cosa"
modified_WilliamShakespeareHamlet_p268,que atavíos y adornos del dolor.
modified_WilliamShakespeareHamlet_p269,Bueno y laudable es que tu corazón pague a un padre esa
modified_WilliamShakespeareHamlet_p270,"lúgubre deuda, Hamlet; pero, no debes ignorarlo, tu padre perdió un padre"
modified_WilliamShakespeareHamlet_p271,"también y aquel perdió el suyo. El que sobrevive, limita la filial obligación de"
modified_WilliamShakespeareHamlet_p272,su obsequiosa tristeza a un cierto término; pero continuar en interminable
modified_WilliamShakespeareHamlet_p273,"desconsuelo, es una conducta de obstinación impía. Ni es natural en el"
modified_WilliamShakespeareHamlet_p274,hombre tan permanente afecto; que anuncia una voluntad rebelde a los
modified_WilliamShakespeareHamlet_p275,"decretos de la Providencia, un corazón débil, un alma indócil, un talento"
modified_WilliamShakespeareHamlet_p276,"limitado y falto de luces. ¿Será bien que el corazón padezca, queriendo"
modified_WilliamShakespeareHamlet_p277,"neciamente resistir a lo que es y debe ser inevitable, a lo que es tan común"
modified_WilliamShakespeareHamlet_p278,como cualquiera de las cosas que más a menudo hieren nuestros sentidos?
modified_WilliamShakespeareHamlet_p279,"Este es un delito contra el Cielo, contra la muerte, contra la naturaleza"
modified_WilliamShakespeareHamlet_p280,"misma; es hacer una injuria absurda a la razón, que nos da en la muerte de"
modified_WilliamShakespeareHamlet_p281,"nuestros padres la más frecuente de sus lecciones, y que nos está diciendo,"
modified_WilliamShakespeareHamlet_p282,"desde el primero de los hombres hasta el último que hoy expira: Mortales,"
modified_WilliamShakespeareHamlet_p283,"ved aquí vuestra irrevocable suerte. Modera, pues, yo te lo ruego, esa inútil"
modified_WilliamShakespeareHamlet_p284,"tristeza, considera que tienes un padre en mi puesto, que debe ser notorio al"
modified_WilliamShakespeareHamlet_p285,mundo que tú eres la persona más inmediata a mi trono y que te amo con el
modified_WilliamShakespeareHamlet_p286,afecto más puro que puede tener a su hijo un padre. Tu resolución de volver a
modified_WilliamShakespeareHamlet_p287,"los estudios de Witemberga es la más opuesta a nuestro deseo, y antes bien te"
modified_WilliamShakespeareHamlet_p288,"pedimos que desistas de ella; permaneciendo aquí, estimado y querido a vista"
modified_WilliamShakespeareHamlet_p289,"nuestra, como el primero de mis Cortesanos, mi pariente y mi hijo."
modified_WilliamShakespeareHamlet_p290,"Yo te ruego Hamlet, que no vayas a Witemberga; quédate"
modified_WilliamShakespeareHamlet_p291,con nosotros. No sean vanas las súplicas de tu madre.
modified_WilliamShakespeareHamlet_p292,Obedeceros en todo será siempre mi primer conato.
modified_WilliamShakespeareHamlet_p293,Por esa afectuosa y plausible respuesta quiero que seas otro
modified_WilliamShakespeareHamlet_p294,"yo en el imperio danés. Venid, señora. La sincera y fiel condescendencia de"
modified_WilliamShakespeareHamlet_p295,"Hamlet ha llenado de alegría mi corazón. En aplauso de este acontecimiento,"
modified_WilliamShakespeareHamlet_p296,no celebrará hoy Dinamarca festivos brindis sin que lo anuncie a las nubes el
modified_WilliamShakespeareHamlet_p297,"cañón robusto, y el cielo retumbe muchas veces a las aclamaciones del Rey"
modified_WilliamShakespeareHamlet_p298,repitiendo el trueno de la tierra. Venid.
modified_WilliamShakespeareHamlet_p299,Escena V
modified_WilliamShakespeareHamlet_p300,HAMLET solo
modified_WilliamShakespeareHamlet_p301,¡Oh! ¡Si esta demasiado sólida masa de carne pudiera
modified_WilliamShakespeareHamlet_p302,"ablandarse y liquidarse, disuelta en lluvia de lágrimas! ¡O el Todopoderoso"
modified_WilliamShakespeareHamlet_p303,no asestara el cañón contra el homicida de sí mismo! ¡Oh! ¡Dios! ¡Oh! ¡Dios
modified_WilliamShakespeareHamlet_p304,"mío! ¡Cuán fatigado ya de todo, juzgo molestos, insípidos y vanos los"
modified_WilliamShakespeareHamlet_p305,"placeres del mundo! Nada, nada quiero de él, es un campo inculto y rudo, que"
