instance_id,sentence
poema_del_alma_3698,"Entro en una gasa letárgica hecha de fantasma y Purgatorio. Está detrás de una velocidad de párpado la fractura de una Afirmación. Pero yo nada puedo ya afirmar en esta ensordecedora negociación de bien, mal, política, moralidad. Entro y salgo de vestiduras tensas, la Afirmación me enardece: debo escoger, tomar partido, pronunciar una sentencia y mantener los ojos abiertos. Entro luego en ámbito de arenas evangélicas, veo sombras de manos y huelo el vibrante viático de mi Hermano. Salgo a los dédalos del mundo. No renunciaré a este entrar y salir. No escucharé las Órdenes. Tendré, entre los fantasmas y los purgatorios, sobre el calor de las manos que proyectan esta sombra de un collar blanco, la dávida necesaria. Sostendré, al entrar y salir, el peso de una chispa que sale de una gota o un río de sangre -todo lo que me une a esto y a lo otro, diminutivamente a mi hermano, al mundo."
poema_del_alma_3699,"La región que buscabas en el azul del sábado es una reliquia desprendida del corazón húmedo del aire: una zona de poca fortuna Para la riqueza de tus manos -rectas y dolorosas, metidas en el azar de un brusco acercamiento o penetradas por el disturbio de una desnudez que nadie sospecharía. Ahora tu escena es una composición de velocidades e imaginaciones nuevas: acccidentes de cacería, oscuros trapos, paredes repletas para tu ojo sin costumbre. Tu cuerpo es un vino que atravesaba la confusión de cuerdas y relojería sin manchar el mantel, una medicina en la atmósfera de cabellos del sábado, una pálida risa que se desvaneció detrás de ti. Escucha cómo se propaga la escasa conversación de los otros, tensa en las bocas cuidadas para la muerte, ilesa y reflejante como una gastada maquinaria sobre la carne del mundo, tocada una y otra vez por la salud y el orgullo, invadida por un enorme paisaje conmovedor."
poema_del_alma_3700,"Capítulo I Simulacro El mundo es una mancha en el espejo. Todo cabe en la bolsa del día, incluso cuando gotas de azogue se vuelcan en la boca, hacen enmudecer, aplastan con finas patas de insecto las palabras del alma humana. El mundo es una mancha sobre el mar del espejo, una espiga de cristal arrugado y silencioso, una aguja basáltica atorada en los ojos de la niña desnuda. En medio de la calle, con el ruido de la ciudad como otra ciudad conectada en la pantalla de la respiración, veo en mis manos los restos del espejo: tiro todo a la bolsa y sigo mi camino, todo cabe en la bolsa del día, incluso la palabra incluso , un manchón negro en la línea que se va deshojando en la boca. Si me acercara, con un sonido genital y absolutamente húmedo, tocando las paredes del miedo con manos espaciosas y una circulación de letras aplastadas contra la linfa color de olvido; si me acercara, seco y coordinado en los pliegues, oyendo el paso de los otros en el techo, una legión sorda, un estertor de marabunta, un hueso desmoronándose, una lluvia caliza por el suelo, en el paladar; si me acercara, si desmenuzara una figurilla con los dedos que gotean vino; si me procurara un placer, un desvío, un tocamiento de nubes o un roce plateado, un manoseo en el oro, un deslizarse en la entrepierna de los muebles para dormir ahí un sueño de saliva y silencio; si me acercara, dando en el tiempo un acorde caliginoso, un tempo fúnebre de reunión a oscuras... ¿Cómo comprobar entonces que estás ahí, construido en el plinto de tu ser sujeto, continuo y manifestado como un dato hundido en el fango de la evidencia, pensando en medio de las cosas, entero y positivo como un número estupendo? ¿Cómo saberlo, cómo sacarte de la multitud. del tiempo, de los apretados espacios ponerte frente a mis ojos como un discurso impreso, como una tinta fluvial en las venas del mediodía? ¿Cómo sentir el jugo de tu vuelo, tu anatomía que fluye entre los objetos maltratados; tu percepción que registra el mundo como lo que es, la mancha en el espejo, el simulacro? Mundo foliado, espacioso, apretado: riqueza sumergida en la extensión del constante naufragio, las palabras del alma selladas con un frío fuego, una flama desprendida de las cuerdas del sábado, un fulgor bruñido y biselado contra el pecho de los recién nacidos. Mundo de signo y de silencio, mundo manifestado, con sus seres atados y sus congelamientos al borde, su derramamiento neutro, su orilla abstracta, su cartílago ciego. Mundo de ser, de no-olvido, establecimiento de ruina y llamarada. Mundo de olvido, un revés negro, barnizado con los datos de la proximidad, temblor del no-ser: cajas transparentes atraviesan las orillas del incendio como almendras cargadas de sentido, un sentido de mundo en regreso, un retorno enmascarado, perros en el callejón de la noche muerden las nalgas de los viajeros que se bajaron en la estación equivocada, la cerrada sala donde le reciben para consagrarte a tu propio fantasma, entre tazas de té, peltre, porcelanas, galletas fúnebres, la pared que exclama con un ardiente ojo de buzo que en sus piedras puedes ya sumergirte, para descubrir, en los pliegues, un continente minucioso, atlántidas intramuros, vaticanos espesos de tesoros absurdos, micenas lastradas por desconsuelos concretos, escrituras arcaicas jeroglifos velocísimos que te esperan bajo la piedra serena, gris, política, adverbial. Larvas o simulacro de Egipto, el mundo es una abertura en el agua del espíritu, muesca en el tiempo y en el espacio, hendedura sutil o desesperada. Dominios del vientre de la cosa, la material, reino y pasto del mundo, yesca dormida en el navío de las palabras, encendimiento, línea del canto, capitular de las palabras iniciales, objeto lloroso o consumido, sequedad, baba, veloz certeza y muelle de todos los fantasmas. Materia del yo, un descenso órfico en el deseo, un tocamiento de lo que se derrama, sin centro ni asidero, un pozo limitado por el norte de las palabras y el sur infernal o egipcio de lo reprimido, postergado, diferido, abandonado en los jardines horrendos del pasado. Un collar de quietud rodea los espaciosos milímetros del yo, un silencio blasfemo, un ídolo entre las manchas. Ah, las cosas y la materia del yo, como un humo paralítico: charcos, tarjetas perforadas, jazmines, gavetas, ceniceros, gansos, páginas, ferrocarriles -las teclas, pulsadas con un dedo y otro, el yo encerrado en las caras augustas de la civilidad, transido y tambaleantes. Luego la errancia, el desprendimiento: un hacia , las varillas del abanico que se abre en los alveolos para que respires un mar en cada sorbo, una playa en la lengua que tocaba las bordadas comisuras de la muerte o el trabajo, un rincón para estirar las piernas como un coloso, fumando el azul despliegue de la vida, en la luz que roza las instantáneas babilonias de la vacación. Anadiomena, niña en harapos, epifanía en la sal de los torrentes, pedazo de Niño en la tela del mundo: modo del abrazo, llama en la oscuridad, extravío y dolor estriado de placer. Lo que en Anadiomena no es persona levanta sus constelaciones rumbo a tus argumentos, duración en libertad inscrita en el maelstrom de sus ardientes diferencias. Cosido a la secreción por los bordes de mi traje-centauro, avanzo en el chisporroteo de las diferencias, labrado en el segundo y consumido siglos más tarde cuando el minuto acaba, con mi máquina de sentir edificando partenones a mi paso, escribiendo en el nomadismo el parche o la sutura de donde surjo, exhausto en mi boca-mediterráneo y diseminado, tan derramado en la cinta del mundo que la maleza del yo transpira como una excrecencia en el desierto que dejo atrás, conjugándome con las estrellas en reposo, expuesto al tiempo y al espacio y a la materia, como un grano de platino manifestado en las solemnidades del Ente, como un desperfecto obsceno en una estructura longilínea. Adivinar en los almacenes de las palabras dónde se esconde el rayo, el escondrijo del mundo en la bolsa del día, la página mercurial que no ha sido escrita y cuya blancura está recubierta con la tinta de los deseos desalojada por los nombres, vagabundeo en busca de esa adivinación en la escuálida y pegajosa luz de este almacén, abandonado por las noches y espolvoreado por el hisopo lejano de un chispazo de fiebre: Este almacén de palabras donde te sientes el oscurantista, el tuareg, el animal, el monstruo en la laguna de las denominaciones, el gato negro sobre las piernas de la reina de las palabras, el intruso sin credenciales, el prófugo, el anegado, el ladrón de instrumentos ortopédicos, el que traga nueces con cáscaras, el que bebe el menstruo en una copa pompeyana, el que se asusta con sus propios reflejos, el que pena en la madrugada de las vacaciones afantasmadas, el que se pone verde cuando piensa en su madre con las piernas abiertas y no precisamente dándolo a luz, el que tiene una lengua telescópica, el que se duele por ausencias inventadas y por melancolías falsas, el que baila una danza de gusanos, el que construye murallas chinas en sus labios agujerados, el que brilla como una brújula rodeada de nortes, el que se lanza en la corriente para rescatar una dentadura postiza como si fuera una civilización a la deriva, el que sabe callarse en medio del estruendo, el que se pone las manos en la entrepierna y aúlla como una hidra delirante, el que se siente un islote y oye el rumor del mar en la profundidad de los rostros. El almacén de las palabras es un lugar extraño, húmedo, una galería sigilosa, un hospital dormido, Cardumen candoroso, con su latinidad a cuestas, difícil, fosforescente como una omega 'en el pizarrón de las etimologías'. Ojiva o multitud, ramo de piedras, rocas, en el oro del nombre, siemprevivas palabras, 'oscura siembra' en la cúspide sorda y monumental del mármol sonoro. El almacén es un espacio trémulo, una tecla genésica que el mundo amplifica hasta la magnitud mortuoria del réquiem o la súplica. El almacén de las palabras: el almacén de las palabras. Saturado en la diseminación, por los bordes del no , exhibido en las cosechas del silencio, busco el margen, el medianil, el uranio de un linde, límite para el dinosaurio que invade mis egiptos, mis instrumentos blancos de tiempo, canosos, del movimiento que me implanta en los espacios interminables. Un sistema de máquinas horrendas invade el almacén, un corte aquí, nueve allá: hervor de nombres, el cancerbero de la historia hila con sus ladridos la camisa de los atormentados, caen los siglos como pedruscos en lo negro de la medida, en la ceguera de la totalidad: mundos lineales, tejidos al olor de una cercanía, de una multiplicidad, de un espanto arborescente que se agita en el sonido seco de un chasquido que anuncia la eternidad. Uvas, nombres a la deriva en las espaldas de la biblioteca, autores y personajes pálidos contra el cielo del tiempo... y lo que sobrevive son las uvas, sus oscuros fulgores, planetas mínimos en el cosmos que simula el jardín. La tarde serena está bordeada por las uvas: la tarde, su perfil griego y su morado vinoso, sus mitos, sus racimos de sombra neutralizada, sus cavernosas ingenuidades, su naturaleza enorme y desordenada. La tarde, aquí, es un esplendor estadístico, un sosiego de proliferación, un estallido múltiple. Cantidades magnetizadas la bordean -y más adentro fluyen las uvas como espectros germinativos bajo los microscopios que nos habitan, amplifican el mundo y nuestra soberbia de Conocedores. Letra en las Pléyades, promontorio y profusión de lo que recubre la escritura, un modo de construir la ciudad del Sí Mismo para luego deshabitarla con el silencio de dejar de escribir, habitado por la tenue blancura que deja el sabor de la estrella escrita en el paladar fantasioso. Una blancura, una muerte, un hacerse el muerto con el sueño desprendido junto a la Cabellera de Berenice, el sueño manchado de cafeína y derramado tres y seis veces en el cuerpo anguloso de un cuaderno, de una página. El Sí Mismo hurga en la escritura, en la escena, el texto de sus errancias: quiere fundar una ciudad. Una ciudad o una eternidad, un disfraz con su máscara roja para ser el flujo demoniaco que lo instale en el siempre labial de sus proclamaciones, como edgarpoe en el poema de mallarmé, igualmente, tel qu′en lui-méme enfin l′éternité le change, el grano milenario, la llanura de sus centímetros propios , los instrumentos del Sí Mismo para la cirugía de no-moverse, como si la inmovilidad fuese la eternidad, y no el fluyente cauce, la máquina que cede y recorta, la letra en las Pléyades de toda escritura, la Cabellera de Berenice que encanece furiosamente, iracunda en sus mares astillados, por la brisa tenaz de la escritura y de su progenie-minotauro: la sedosa y ardiente carne de las imágenes. Cambio, me modifico en los límites del mes, en el zócalo del jueves, conociendo mi gerundial sangre en los labios, mi puño ciego, mi incorrección al vestir, mi genitalia archivada a las once de la noche, lejos de todo sexo y de todo calor, hirviendo de deseos por la avenida San Juan de Letrán y mirando el barniz del otoño alrededor de las cosas como una cinta de hojas secas, mirando la fecunda imagen de la ciudad siempre recién descubierta, las articulaciones de un mundo nuevo, de un mecanismo planetario o lunar que arrastra en su corriente fresca las cantidades humanas, las estructuras vivas, las magnitudes que rodea esta luz empapada de ruidos, chasquidos, rumores, demoliciones que el instante opera en el interior de los objetos y de los corazones expuestos bajo el peñasco del minutero... Modificado avanzo por los huecos babélicos, y modificándome más aún hasta la raíz de los cabellos, y Proliferando, fluyendo solo y silencioso, esmaltado por una blancura de muerte que me instala en el centro de su grandiosa almendra generadora, de su matriz lunar, entre los pudrideros, entre la basura inmaculada y meditativa, sorda acumulación que no cesa... Respiro en las diseminaciones ficticias y azarosas del yo monumental, funerario, como un pulso de partículas, de caras, de mediterráneos, de manos acercadas a mí, de especies, de hileras palpitantes que se sumergen bajo mi peso en el asfalto nocturno, me rodean y me sumergen a su vez hasta las líneas negras de una población donde renazco ofrecido al trazo reinante de la fiebre, países petrificados en un contrasentido de avance y fluvialidad, confederaciones deseantes que enganchan el mundo momentáneo a la ceniza de los siglos, pálidas reuniones rotas por la desfigurada cirugía de la historia y sintetizada en los trémulos rasgos del ahora o nunca . Me modifico en la sustancia extraña del mes, hago trámites, me confundo y recuerdo, me visto y me confieso, percibo los deslizamientos de la duración en la humedad marchita de mi boca, en el temblor amenazado de mis manos, en el funcionamiento de mi estómago, en las intermitencias de la debilidad física, laminillas de niquelado cansancio en la llanura muscular, en la resistencia cada día más débil que opongo a lo que convengo en llamar las circunstancias. (Es el invierno obstinado y obsesionante este lugar donde, tembloroso y con los dedos manchados de tabaco, hago cuentas para sacar algunas conclusiones sobre mí: estoy en un invierno que dobla, en el follaje del yo, un matinal espectro; que dobla una metamorfosis árida; que dobla en fin la aprisionada tela de la persona civil y la deja, como un atado de ropa limpia, para la ingente y fértil 'próxima vez' del ciudadano que soy.)"
poema_del_alma_3701,"En la noche del cuerpo se preparan los alimentos de Dios, la cena carmesí de los esclavos, el místico bocado de los turbios amantes- sudor, lágrimas, mierda- el humus lento, el óvalo marchito, el resto náufrago del visionario, el regalo sedente que se posa en la tierra- un vapor de Demonios rodea los Testimonios. En la noche del cuerpo se preparan de nuevo para sus explosiones diurnas, para el momento en que habrán de salir entre el humo feroz de su estallido."
poema_del_alma_3702,"Milímetros de ti convergen ahogándose, bajo la noche, la fantasía de toda           la transparencia empozada en el cuarto. Tu mirada oscila con un cerrado esplendor, y en tu saliva surgen pedazos de nombres, alas de quemaduras: la noche           resuena en tu paladar con paso lentísimo de larva y roce tibio, de animales numerosos extraviados en el reino de tus ropas, mezcladas           de cualquier modo en la silla sombría, bajo techos muertos y lúcidos, recogido tú en los dones del sueño sobre           tu cabeza hipnotizada de silencio."
poema_del_alma_3703,"Aquí están los nervios que envuelven, como un papel fragante, las melodías obtusas del rencor.                               Y aquí la risa como un pájaro ebrio Escuchar. Olvidar. Dos neblinas. La espuma del sufrimiento cala en el encaje náufrago de mi silbido matinal. Aquí están los sonidos olvidadizos, las crepitaciones que amarillean.                               Una vez más, todo será escuchar u olvidar. Olvidaré estos doblados enigmas, estos relojes rectilíneos de esperas, este cuerpo ajeno                               en la llama de sándalo."
poema_del_alma_3704,"Señor, salva este momento. Nada tiene de prodigo o milagro como no sea una sospecha de inmortalidad, un aliento de salvación. Se parece a tantos otros momentos... Pero está aquí entre nosotros y crece como una luz amarilla de sol y de encendidos limones - y sabe a mar, a manos amadas, huele a una calle de París donde fuimos felices. Sálvalo en la memoria o rescátalo para la luz que declina sobre esta página, aunque apenas la toque."
poema_del_alma_3705,"Paso ágil, frágil, raso, muertos quioscos, hoscos puertos. Tiro votos rotos. Miro caras raras."
poema_del_alma_3706,"Duele que el mar, sitiado por la arena  renazca en cada aurora y cada espuma  y que la ausencia de la flor asuma  en nuevas rosas su verdad mas plena.  Duele que el luto que la tarde estrena  resurja en cada sombra y cada bruma  y que, perenne, el llanto se resuma  en las resurrecciones de la pena.  Duele que el tiempo tome, sin medida,  a dar frescura al corazon inerte  de la naturaleza estremecida. Duele que todo hacia la luz despierte,  menos la soledad de nuestra vida  que va a la sombra, al polvo y a la muerte."
poema_del_alma_3707,"Si por instruírme de amorosa llama  y confiar en la rosa y su armonía  me agrede la impiedad de noche y día  y el dolor me cirdunda y me reclama.  Si por amar la tierra donde se ama  y no empuñar el odio todavía  tengo a la soledad por compañía  y en mi la sed se anuncia y se proclama.  Si por toda esa lumbre tempestuosa  que me llena, me agobia y me reviste  de esta verdad ardiente y dolorosa,  He de habitar el clima que me embiste,  todo esta bien. La niebla que me acosa  hace vivir el canto que en mi existe."
poema_del_alma_3708,"Pende tu olvido sobre mi nombre oscuro  como prende la hiedra desde el muro  o la luz de la estrella en el vacío.  Así, silvestremente como el vuelo  cuelga sutil del cielo  o como maná de su fuente el río,  te llevo en mí, sin desamor ni empeño,  sin saber si eres ansia o eres sueño,  si eres amor o desencanto mío."
poema_del_alma_3709,La penunbra humedecida se tendió  cómo un abrazo y alumbraron los espejos de la antesala del llanto. Hasta las piedras el pulso fue llevando su delgado paisaje de enredaderas  y bosquecillo aromático.  La vida le hacía gárgaras  por las grietas del costado  y a la tiniebla oprimída por las cárceles del barro  le mandaron los planetas  su luvia de candelabros. Para llegar a los muros se hizo círculos el campo. Las flores guardaban  una tímida estrechez de clavos. Farol y viento vinieron a la herida de sus párpados  donde moría una danza de esqueletos inalámbricos. _ Marco Antonio se murió gritaban por los gimnacios. _Se ha fugado el domingo la sierpe de su zapato que se enroscaba a los cuellos con gritos de medio campo. _Sólo ha quedado el aullido estelar de los fanáticos. Se va una voz de la oscura muchedumbre de los pájaros. Quedó su grito social por las fraguas y el arado. Quedó pensando en el suelo cómo el Merendón su canto.
poema_del_alma_3710,"Si todo nace, crece y envejece y todo muere al completar su día  y el mismo fuego acaba en agonía y la pasión en la frialdad perece.  Si nada en esta vida permanece y nada escapa de su cesantía  si la palabra misma desafía en vano el tiempo donde desaparece.  En tus ojos no ha muerto el desapego de la primera cita iluminada  por una hoguera de incesante fuego.  De allí que a la tiniebla y a la nada para su burla y su desasosiego  siendo de un sueño basta una mirada."
poema_del_alma_3711,"Una es la espera y la esperanza es una.  Una es el llanto y una la alegría.  Una la sombra de la noche fría  y uno el sonido blanco de la luna.  Una es la sed sin esperanza alguna.  Uno es el sueño y una la agonía.  Uno el crepúsculo en que muere el día  y una la faz del polvo y de la cuna.  Una es la vida, lenta y dolorosa.  que a la ceniza- sin piedad alguna-  lleva el amor del pájaro y la rosa.  Pero también es una la fortuna  viva en la muerte misericordiosa  porque también la muerte sólo es una."
poema_del_alma_3712,"La sombra de la muerte en el umbral se para. Oh dandún, oh dandún, no le mires la cara. Cerca, una madrugada te aguardaba con hambre de tus miembros apenas palpados por el mundo, y te daba el arrullo dulcísimo del sueño desde dentro de un sueño borroso, inacabable. Tienes los ojos fijos, detenidos: 'Qué fijos tiene dandún los ojos.' Y despiertas, dandún, ¡es cierto!, ¡sí!, ¡despiertas!, y tu vagido adoro. Tu angustia calmarán los azulados ríos. La sombra de la muerte desde el umbral avanza. Oh dandún, oh dandún, tápate con las sabanas. En las manos el cuesco del burburbur: ventana de par en par, almendra que crepita, cuncuna, ladrillos, pasos, ruedas: la silla gujgujguj, la cucharita, el queque, el bomberún, el tata, el tata, el tata: 'tú pone leó, o pono osito', burburbur, el cascabel voltea su encintada cadena: brusco tin: un hoyuelo con jarabe: dandún con mameluco y gozo. La sombra de la muerte está junto a tu cama. Sé bueno, mi dandún, mira mejor el alba. Un corto pasadizo atraviesan tus días: no hay hoscos centinelas para ti descubriendo los rincones de magia, los muebles, la escalera: en la baldosa bailan tus soldados en fila. Se esconde en cada negro dominó con que juegas un vaho amoratado, un tajo, una premura, y tú juegas debajo de la mesa a ser gato. Cerca, una madrugada lenta juega a ser piedra. La sombra de la muerte hacia ti se ha inclinado (se ha puesto azul la almohada):... semejan dos hermanos. Has mirado a la muerte y ahora cierras los ojos, mas detrás de tus párpados aun la sigues mirando, y tus ojos cerrados, terriblemente abiertos, miran, miran sin fin, clavados en lo ignoto de esa cara sin cara que se ríe sin risa, de esa cara, dandún, que se parece a ti, que es como algo gemelo que de pronto posees: dime, dandún, ¿la muerte acaso es hija mía? Se ha acostado en tu cama la sombra de la muerte. Hijo mío, dandún, ya no me perteneces. No, no, eso si que no, dandún, lo enorme no, lo enorme se te pega en los labios, vas a entregar tus ojos a una niebla espantosa, ya te envuelve, dandún, recházala, eso no, quiéreme algo, dandún, para ser mío, quiéreme algo, dandún, todavía un ratito, no te vayas, dandún; ay Dios, y quién diría que en tu cuerpo pequeño albergas una noche inmensa, tenebrosa, sin estrellas, vacía, completa de infinito; quién diría que con tus dulces ojos de color extraviado abarcas un umbroso bosque voraz, dandún; alma mía, hijo mío, dandún, oh vida, vive, vibra, vibra, voltea, vive, vive, ¡desata!, ¡desátate!, ¡desátame!, que la luna otra vez brille allá en tus pupilas, que las guindas del sol te hagan reír, que los pájaros crucen por tus ojos radiantes, que la ola se agite otra vez en tus ojos, que el día se abra en ti como suave capullo, que contemples mi amor como el viento a la duna. Hijo mio, mi sangre empozada en tus venas grita por recorrerte, por sentirte gozoso de lucha, de vertiente, de verdor, de sabor; hijo mío, mi sangre encharcada en tus venas me recorre las fibras del amor de tu carne: sangre mía, revuélcate, rebélate, recórrelo otra vez, otra vez; no descanses, dandún, abandona ese sueño, ven a mis brazos, hijo, lleno de luz, de vida, con la plena fragancia del racimo maduro; sangre mía, caliéntalo, dale otra vez calor, dale otra vez vocales tímidas a su boca. No me dejes, dandún, dile a tu sangre que fluya, que fluya, que fluya, dile a tus ojos que se abran, hijo, ¡hijo!, dile a tus dedos que me cojan. Oh dandún, ¡si eres mío!, conmigo siempre, abrázame; ¿qué va a ser de tus juegos y de mi sangre, hijo? Abre los ojos, dandún, por Dios, dandún, abre los ojos. Ah maldita sombra, Dios maldito, maldito, dile a dandún que abra los ojos: ¡para qué va a dormir tanto tiempo! Sí, dandún, eres mío, sólo mío, no te vayas, hijo, dime que todo esto es un juego de la noche, que vas a abrir los ojos. Madrugada, dame la muerte. Hijo mío de sombra, largamente reposa. La soledad te cubre con sus velados tules. El cielo se ha poblado de amoratadas nubes. Tropieza la mañana con la noche en la alcoba. La turbia madrugada te ha aguardado con hambre de tus miembros apenas palpados por el mundo, y te ha dado el arrullo dulcísimo del sueño desde dentro de un sueño borroso, inacabable. Desde el umbral el sol, tendido como un perro, mira la quieta colcha, desciende hasta tu pecho quieto, avanza a tu rostro pálidamente quieto y en tus ojos cerrados pone un ciego reflejo, en tus ojos cerrados, terriblemente abiertos."
poema_del_alma_3713,XV El día de la resurrección habrá rebeldes. XVII La novela de Dios. Una hoja manchada con sombra roja.
